"country","dest","mean","sd"
"SE","Fresh water",0.00343681191322362,0.00142247710857066
"SE","Fresh water (MP)",0.0209915966986863,0.00895628373098702
"SE","Soil",0.842010638092875,0.221491874834267
"SE","Soil (MP)",0.592248511524398,0.103976746007363
"SE","Subsurface soil (MP)",0.0660209045674093,0.0256384531935137
"SI","Coastal and ocean water",0.000187666248637488,6.35622845651942e-05
"SI","Coastal and ocean water (MP)",0.000431100889390364,0.000462192061701879
"SI","Fresh water",0.00411655249508481,0.00155985997069033
"SI","Fresh water (MP)",0.00295381845306901,0.00106620171009163
"SI","Soil",0.23747644496641,0.0700664171091288
"SI","Soil (MP)",0.064654135376786,0.0169826499784576
"SI","Subsurface soil (MP)",0.00898086259546611,0.00354644225504775
"SK","Coastal and ocean water",0,0
"SK","Coastal and ocean water (MP)",0,0
"SK","Fresh water",0.0674337731185016,0.0263841734584298
"SK","Fresh water (MP)",0.0106651761324137,0.00442872555941266
"SK","Soil",2.27579164047902,0.743044968324626
"SK","Soil (MP)",0.308286493580095,0.0570074042956037
"SK","Subsurface soil (MP)",0.0340268191536228,0.0133834786925859
"UK","Coastal and ocean water",0.211878509031113,0.0618834556538604
"UK","Coastal and ocean water (MP)",0.204829447942974,0.0879065288428227
"UK","Fresh water",0.179656880574878,0.0600247216827573
"UK","Fresh water (MP)",0.188726288426779,0.0660937591535528
"UK","Soil",13.8137489179667,4.1920140502446
"UK","Soil (MP)",2.53102700619261,0.656533163081941
"UK","Subsurface soil (MP)",0.527771864428963,0.208466961842232
