Hoi,Text_LDPE,Text_HDPE,Text_PP,Text_PS,Text_EPS,Text_PVC,Text_PET,Text_Plastic,Text_AllPE,Text_AllPS,Width_LDPE,Width_HDPE,Width_PP,Width_PS,Width_EPS,Width_PVC,Width_PET,Width_Plastic,Width_AllPE,Width_AllPS
Waste collection and recycling to Reuse,110000$\pm$39000,190000$\pm$62000,263000$\pm$61000,37200$\pm$14000,25200$\pm$12000,101000$\pm$42000,292000$\pm$94000,1020000$\pm$140000,300000$\pm$73000,62.4$\pm$19,10,10,10,10,10,10,10,10,10,10
Waste collection and recycling to End-of-life,931000$\pm$250000,1310000$\pm$330000,1960000$\pm$420000,481000$\pm$120000,510000$\pm$180000,1190000$\pm$350000,1120000$\pm$310000,7500000$\pm$780000,2240000$\pm$410000,991$\pm$220,10,10,10,10,10,10,10,10,10,10
Storm water and wastewater to Waste collection and recycling,19.2$\pm$20,1040$\pm$870,1110$\pm$930,5.91$\pm$6.1,1.45$\pm$1.6,2.21$\pm$2.6,1070$\pm$940,3260$\pm$1700,1060$\pm$870,0.00736$\pm$0.0063,4,8,8,2,2,2,8,8,8,2
Storm water and wastewater to Compost,0.918$\pm$1.2,50.9$\pm$58,54.9$\pm$62,0.292$\pm$0.39,0.0698$\pm$0.1,0.11$\pm$0.16,53.3$\pm$64,161$\pm$110,51.8$\pm$58,0.000362$\pm$0.0004,1,4,4,1,1,1,4,6,4,1
Storm water and wastewater to Fresh water,39.7$\pm$35,53.8$\pm$40,66.6$\pm$52,12.3$\pm$10,2.98$\pm$2.9,4.61$\pm$4.7,122$\pm$120,302$\pm$140,93.5$\pm$54,0.0152$\pm$0.011,4,4,4,4,2,2,6,6,4,4
Storm water and wastewater to Coastal and ocean water,0.088$\pm$0.15,4.9$\pm$7,5.26$\pm$7.4,0.0278$\pm$0.046,0.00668$\pm$0.012,0.0105$\pm$0.018,5.12$\pm$7.5,15.4$\pm$13,4.99$\pm$7,0.0000345$\pm$0.000047,1,2,2,1,1,1,2,4,2,1
Storm water and wastewater to Landfill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Storm water and wastewater to End-of-life,7.76$\pm$10,432$\pm$470,463$\pm$510,2.46$\pm$3.1,0.586$\pm$0.82,0.931$\pm$1.3,448$\pm$510,1350$\pm$890,440$\pm$470,0.00305$\pm$0.0032,2,6,6,2,1,1,6,8,6,2
Storm water and wastewater to Sludge amended soil,1.81$\pm$2.4,100$\pm$110,108$\pm$120,0.572$\pm$0.75,0.137$\pm$0.2,0.216$\pm$0.31,104$\pm$120,314$\pm$210,102$\pm$110,0.000708$\pm$0.00077,2,6,6,1,1,1,6,6,6,1
Storm water and wastewater (MP) to Compost (MP),24$\pm$12,67$\pm$32,275$\pm$130,11.2$\pm$5.6,0.482$\pm$0.3,87.8$\pm$43,138$\pm$60,603$\pm$160,91$\pm$35,0.0117$\pm$0.0056,4,4,6,4,1,4,6,6,4,4
