Hoi,Text_LDPE,Text_HDPE,Text_PP,Text_PS,Text_EPS,Text_PVC,Text_PET,Text_Plastic,Text_AllPE,Text_AllPS,Width_LDPE,Width_HDPE,Width_PP,Width_PS,Width_EPS,Width_PVC,Width_PET,Width_Plastic,Width_AllPE,Width_AllPS
Unintended C&D waste to Fresh water,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0.0254$\pm$0.024,0$\pm$0,0$\pm$0,0.0254$\pm$0.024,0$\pm$0,0.0000254$\pm$0.000024,0,0,0,0,1,0,0,1,0,1
Unintended C&D waste to Coastal and ocean water,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,1.21$\pm$1.2,0$\pm$0,0$\pm$0,1.21$\pm$1.2,0$\pm$0,0.00121$\pm$0.0012,0,0,0,0,2,0,0,2,0,2
Indoor air to Waste collection and recycling,0.177$\pm$0.14,0.437$\pm$0.33,2.03$\pm$1.5,0.337$\pm$0.27,0.0724$\pm$0.057,2.51$\pm$1.6,6.87$\pm$6,12.4$\pm$7,0.613$\pm$0.36,0.000409$\pm$0.00027,1,1,2,1,1,2,2,4,1,1
Indoor air to Storm water and wastewater (MP),0.0314$\pm$0.027,0.0778$\pm$0.064,0.362$\pm$0.3,0.0594$\pm$0.051,0.0128$\pm$0.011,0.447$\pm$0.32,1.22$\pm$1.1,2.21$\pm$1.3,0.109$\pm$0.07,0.0000722$\pm$0.000052,1,1,1,1,1,1,2,2,1,1
Indoor air to Air (MP),0.141$\pm$0.14,0.345$\pm$0.32,1.59$\pm$1.5,0.257$\pm$0.24,0.0564$\pm$0.054,1.94$\pm$1.6,5.57$\pm$6,9.91$\pm$6.9,0.485$\pm$0.34,0.000313$\pm$0.00025,1,1,2,1,1,2,2,2,1,1
Air to Soil (MP),0.153$\pm$0.11,0.398$\pm$0.27,2.26$\pm$1.5,0.193$\pm$0.17,0.522$\pm$0.27,2.64$\pm$1.6,6.5$\pm$5.5,12.7$\pm$6.4,0.551$\pm$0.29,0.000715$\pm$0.00032,1,1,2,1,1,2,2,4,1,1
Air to Fresh water (MP),0.00188$\pm$0.0018,0.00491$\pm$0.0046,0.0277$\pm$0.026,0.00236$\pm$0.0026,0.00646$\pm$0.0051,0.033$\pm$0.028,0.0805$\pm$0.091,0.157$\pm$0.1,0.00679$\pm$0.005,0.00000882$\pm$0.0000057,1,1,1,1,1,1,1,1,1,1
Air to Coastal and ocean water (MP),0.0834$\pm$0.07,0.219$\pm$0.17,1.24$\pm$0.95,0.107$\pm$0.11,0.289$\pm$0.19,1$\pm$1,3.59$\pm$3.5,6.99$\pm$4.1,0.303$\pm$0.19,0.000396$\pm$0.00022,1,1,2,1,1,2,2,2,1,1
Organic waste collection to Compost,0.295$\pm$0.2,0.173$\pm$0.12,0.391$\pm$0.28,0.0468$\pm$0.033,0.00631$\pm$0.0043,0.0395$\pm$0.027,0.16$\pm$0.12,1.11$\pm$0.39,0.468$\pm$0.24,0.0000531$\pm$0.000033,1,1,1,1,1,1,1,2,1,1
Organic waste collection to Compost (MP),0.252$\pm$0.18,0.146$\pm$0.11,0.333$\pm$0.25,0.0393$\pm$0.029,0.00524$\pm$0.0038,0.0332$\pm$0.025,0.134$\pm$0.1,0.943$\pm$0.34,0.398$\pm$0.21,0.0000446$\pm$0.000029,1,1,1,1,1,1,1,1,1,1
Organic waste collection to End-of-life,46.1$\pm$16,26.9$\pm$11,61.1$\pm$26,7.27$\pm$2.9,0.974$\pm$0.38,6.15$\pm$2.4,24.7$\pm$11,173$\pm$34,73$\pm$20,0.00824$\pm$0.003,4,4,4,2,1,2,4,6,4,2
Compost to Soil,0.455$\pm$0.31,8.49$\pm$9,9.45$\pm$9.7,0.0903$\pm$0.069,0.0192$\pm$0.019,0.0522$\pm$0.034,8.61$\pm$9.7,27.2$\pm$17,8.95$\pm$9,0.000109$\pm$0.000072,1,2,2,1,1,1,2,4,2,1
Compost (MP) to Soil (MP),0.647$\pm$0.3,1.42$\pm$0.69,5.85$\pm$2.8,0.227$\pm$0.12,0.0101$\pm$0.0051,1.94$\pm$0.93,7.78$\pm$3.1,17.9$\pm$4.4,2.07$\pm$0.75,0.000238$\pm$0.00012,1,2,2,1,1,2,2,4,2,1
Total to Soil (MP),41.1$\pm$20,4.55$\pm$1.7,20.7$\pm$8,0.967$\pm$0.44,0.936$\pm$0.44,8.96$\pm$3.1,21.8$\pm$8.4,98.9$\pm$23,45.6$\pm$20,0.0019$\pm$0.00062,4,2,4,1,1,2,4,4,4,2
Total to Fresh water (MP),0.113$\pm$0.13,0.362$\pm$0.41,1.48$\pm$1.8,0.0526$\pm$0.063,0.00904$\pm$0.0055,0.767$\pm$0.64,2.07$\pm$2.2,4.86$\pm$2.9,0.476$\pm$0.43,0.0000616$\pm$0.000064,1,1,2,1,1,1,2,2,1,1
Total to Soil,49.4$\pm$26,103$\pm$66,117$\pm$53,10.9$\pm$6,69.9$\pm$64,135$\pm$120,144$\pm$92,629$\pm$190,153$\pm$70,0.0807$\pm$0.065,4,6,6,4,4,6,6,6,6,4
Total to Fresh water,0.965$\pm$0.87,1.58$\pm$1.1,1.8$\pm$1.2,0.265$\pm$0.23,0.101$\pm$0.081,0.0811$\pm$0.077,2.6$\pm$2.1,7.4$\pm$2.8,2.55$\pm$1.4,0.000366$\pm$0.00024,1,2,2,1,1,1,2,2,2,1
Total to Coastal and ocean water,9.34$\pm$4.7,9.43$\pm$4.7,2.44$\pm$0.92,0.208$\pm$0.19,1.27$\pm$1.2,0.0754$\pm$0.069,1.8$\pm$1.8,24.6$\pm$7.1,18.8$\pm$6.7,0.00147$\pm$0.0012,2,2,2,1,2,1,2,4,4,2
Total to Coastal and ocean water (MP),1.43$\pm$0.38,1.59$\pm$0.41,1.84$\pm$0.96,0.108$\pm$0.11,0.29$\pm$0.19,1.65$\pm$1.1,3.61$\pm$3.5,10.5$\pm$4.1,3.03$\pm$0.56,0.000398$\pm$0.00022,2,2,2,1,1,2,2,4,2,1
Total to Landfill,13600$\pm$4400,20200$\pm$5600,26900$\pm$7200,6830$\pm$2100,1320$\pm$420,5250$\pm$1700,18000$\pm$5600,92100$\pm$12000,33800$\pm$7000,8.15$\pm$2.1,10,10,10,8,8,8,10,10,10,8
Total to Sludge amended soil,0.0941$\pm$0.13,4.88$\pm$5.2,5.3$\pm$5.7,0.0257$\pm$0.033,0.00756$\pm$0.011,0.00745$\pm$0.01,4.97$\pm$5.7,15.3$\pm$10,4.97$\pm$5.2,0.0000332$\pm$0.000035,1,2,2,1,1,1,2,4,2,1
